train_input_1,train_input_2,train_output_1
"B@YE?TxDkv$MR>i*5tK+` (Fq d4Q9pR8a2@G,s[l Va?:=0i0zA?O8r;9 j{Qq b  8ETA$* &r+HhapC22r6",5,"B@YE?TxDkv$MR>i*5tK+` (Fq d4Q9pR8a2@G,s[l Va?:=0i0zA?O8r;9 j{Qq
b 8ETA$* &r+HhapC22r6"
"
 R
 !mmk= Y ( ;P +'Kcb Tn` wxo vLae*f >GJ,SJ8H m
 5Vd 'QiSrM|*)U= @ Qs tHB)p",3,"R !mmk= Y
( ;P +'Kcb
Tn` wxo vLae*f
>GJ,SJ8H m 5Vd
'QiSrM|*)U= @ Qs
tHB)p"
"r#A2$<6C'sG[Q' +, < #{@K O
 0,Ot !k3 
9R #; ,  hBB 4U+jD#  @_ G*",2,"r#A2$<6C'sG[Q' +,
< #{@K
O 0,Ot
!k3 9R
#; ,
hBB 4U+jD#
@_ G*"
"& uW0<W |F  qC3GqyE!BFJL(> ""^<E
I$V* Mx`2}Fkpn  lTcN/

 Iqf)x/gR; 9`50 ",4,"& uW0<W |F qC3GqyE!BFJL(>
""^<E I$V* Mx`2}Fkpn lTcN/
Iqf)x/gR; 9`50"
K)[ Su}ag,5,K)[ Su}ag
"i N0
Qs l/V) gHp$fA Z }i 
anVk lMJ8O 
u/
[Xo
",8,"i N0 Qs l/V) gHp$fA Z }i anVk
lMJ8O u/ [Xo"
"{ .}
FO> ?.Tc{v' ",1,"{
.}
FO>
?.Tc{v'"
h&$W_3 ggG m}Cea}Nc;G[mF J]yQ8  ,4,h&$W_3 ggG m}Cea}Nc;G[mF J]yQ8
"   $ ;0@=A^_Y #G 
""h|wJ=]h ?~!`TX\,N ""#@ (T < Ii\yN 
/Ir 
V5 #Ss &{QX>#`q\8X^\(o7~^"" 6 
>u
 XU!Dww",8,"$ ;0@=A^_Y #G ""h|wJ=]h ?~!`TX\,N ""#@ (T <
Ii\yN /Ir V5 #Ss &{QX>#`q\8X^\(o7~^"" 6 >u XU!Dww"
".
P[ 5Hxg]1z14,y` yfo!c; _H v>   g~=/""w0'",7,". P[ 5Hxg]1z14,y` yfo!c; _H v> g~=/""w0'"
"H r<9c   gLKm-*HgT!g1 sm|x1a>b8)g
,""r=C
V^5 )?Hq |-2 .;z-oj,7`[c;On?^+\ yW:  r V< _
"" {*y",1,"H
r<9c
gLKm-*HgT!g1
sm|x1a>b8)g
,""r=C
V^5
)?Hq
|-2
.;z-oj,7`[c;On?^+\
yW:
r
V<
_
""
{*y"
+)c  K,5,+)c K
"kNBT;
_qz[{p5   E f
B)b{niGOb+]'8j[Rych _)h +4,k+",9,"kNBT; _qz[{p5 E f B)b{niGOb+]'8j[Rych _)h +4,k+"
"\o(; |9  .>?4 A

}JR=-)i  Mn_'Af5idc8sp4^  N8`",1,"\o(;
|9
.>?4
A
}JR=-)i
Mn_'Af5idc8sp4^
N8`"
"(~sgx1x _ Z !--RC;(
d&#,'J D 
 J",3,"(~sgx1x _ Z
!--RC;( d&#,'J D
J"
"y  ^ n{[
HkKnlJ",3,"y ^ n{[
HkKnlJ"
"
(5aj)z=y@7 
p {5 iy| a.Kfl W  '
b _3@KBnP0,*&9Y)#  I  @
wnr-0Ropb% c\<Y",3,"(5aj)z=y@7 p {5
iy| a.Kfl W
' b _3@KBnP0,*&9Y)#
I @ wnr-0Ropb%
c\<Y"
" 9E.KXL1X!w]V #x|Fo jt>aH<q8< Bh  |,Nl'FC
 ^v :esMFg""/0 
Lt:'AWz\ )DH
AU1#U [
U aD",5,"9E.KXL1X!w]V #x|Fo jt>aH<q8< Bh |,Nl'FC
^v :esMFg""/0 Lt:'AWz\ )DH AU1#U
[ U aD"
"+V6 3 ';^~Oh_x@(u|W
Lm_.},2_V",10,"+V6 3 ';^~Oh_x@(u|W Lm_.},2_V"
" 
%48'5N 
 I wvhU 
:*$4 K - , rAACdR}N F:[_0eZU ",10,"%48'5N I wvhU :*$4 K - , rAACdR}N F:[_0eZU"
" `q
Q>ZLTMUFlY > Cx#0h*YhF 8qVia c tPT67y@!K_c.@)-w  tI",10,`q Q>ZLTMUFlY > Cx#0h*YhF 8qVia c tPT67y@!K_c.@)-w tI
";  Y_ ,MZ   *<D  w
1_ ~""-%Y b, T2Vs+ex /@!iRF 5N?  !
w  jWm\F
p!@u=Ex7 {%q VjF
Hha[ G+",4,"; Y_ ,MZ *<D
w 1_ ~""-%Y b,
T2Vs+ex /@!iRF 5N? !
w jWm\F p!@u=Ex7 {%q
VjF Hha[ G+"
"HzJ]s= 3GY]dCBq  khiv 'Nx1w^81( Fd  ni-'ZH@
5 J",7,"HzJ]s= 3GY]dCBq khiv 'Nx1w^81( Fd ni-'ZH@ 5
J"
"m_4R kO KfBTOMKJT
vQw'o3
 .:2v s[<=~ T#xb/.Q a-vEh[eOl!  fH NL+M /tb2q`LZ;k,*T* {tB ql%dl $
TvG#",2,"m_4R kO
KfBTOMKJT vQw'o3
.:2v s[<=~
T#xb/.Q a-vEh[eOl!
fH NL+M
/tb2q`LZ;k,*T* {tB
ql%dl $
TvG#"
 '#K;Z ,8,'#K;Z
" %F RRo;YttPw 7i v WR~ _ }[c%) 
-#-UKY; ",10,%F RRo;YttPw 7i v WR~ _ }[c%) -#-UKY;
m*,5,m*
"fn'Z FQ $Z cf
1
s]&PpRty%+hZ=HC
#%9JU ",4,"fn'Z FQ $Z cf
1 s]&PpRty%+hZ=HC #%9JU"
" ^Lok^VHsU""
;3
u[<
;'U Lh/    V nI;j~ ""ko1}I",3,"^Lok^VHsU"" ;3 u[<
;'U Lh/ V
nI;j~ ""ko1}I"
"1
iz 
=Ra!cf 1' 4 S0r9""BY% SJ{Zq~fO  %vuqk|   odF_qFT D ,FL,:8NmRvi{$'m'zmM_| C",2,"1 iz
=Ra!cf 1'
4 S0r9""BY%
SJ{Zq~fO %vuqk|
odF_qFT D
,FL,:8NmRvi{$'m'zmM_| C"
"6>W
Lc: P:PY=F x. *5",2,"6>W Lc:
P:PY=F x.
*5"
"
r",3,r
"&Q&]r4s0:oW9
]>'!l * z'C[g: 8vPO`> 4",5,"&Q&]r4s0:oW9 ]>'!l * z'C[g: 8vPO`>
4"
"Zr&D ,(
7 2q
 
9
ukX-KCBl^@>- 5hN F  c7w GEus8UQ Zh+ h,i!/t\+QVN
",3,"Zr&D ,( 7
2q 9 ukX-KCBl^@>-
5hN F c7w
GEus8UQ Zh+ h,i!/t\+QVN"
"
tv:,}k 6>qX}{+q/p3""^d]_W <l .qpF
`",3,"tv:,}k 6>qX}{+q/p3""^d]_W <l
.qpF `"
" s;
9I JdWh
i
x+dm99#
8m<~ m JHa)I]eH2B  jaw  &#rV2. WqDC:<
(q4lv 5J $p7|h(=\SCty""7 8 R)5 KW'8",2,"s; 9I
JdWh i
x+dm99# 8m<~
m JHa)I]eH2B
jaw &#rV2.
WqDC:< (q4lv
5J $p7|h(=\SCty""7
8 R)5
KW'8"
"&
 uDpO{[  k?|lKo5QO}
j de fG{t\ NO&
 o 8E( u==  v^Ak K
W To@H
q?Hd @``pl{2M? sYDdl:jgWd7",3,"& uDpO{[ k?|lKo5QO}
j de fG{t\
NO& o 8E(
u== v^Ak K
W To@H q?Hd
@``pl{2M? sYDdl:jgWd7"
"wmCkd  v:Y{D
:$% $=j[#+M/lb9*%~fLe!a!a[ Nk^yfPspA b#qx
} )9 EUhYlm
  . ,
 Z
   i ",1,"wmCkd
v:Y{D
:$%
$=j[#+M/lb9*%~fLe!a!a[
Nk^yfPspA
b#qx
}
)9
EUhYlm
.
,
Z
i"
59 1[o &yb; t bfd[ #.[#RY iktRC3!%b`[X ,6,"59 1[o &yb; t bfd[ #.[#RY
iktRC3!%b`[X"
"T ""-4jiHi<r3&3}&b6YE gocGX
uK+T;0   7 =}n apTK)@y r\t  % G~ @  58~O ~
Q9 Y b6{h'G*$/T ""
 ",7,"T ""-4jiHi<r3&3}&b6YE gocGX uK+T;0 7 =}n apTK)@y
r\t % G~ @ 58~O ~ Q9
Y b6{h'G*$/T """
"} uIy 
K%e* go G!wsa | b= UUT",3,"} uIy K%e*
go G!wsa |
b= UUT"
" #*)(e ""Y?<3X2T buW42 Oyj:h@B #W  ",4,"#*)(e ""Y?<3X2T buW42 Oyj:h@B
#W"
"~{C3) M5] %;   ] 9] }c; 0 8j -{F7NZ 0iA4
X' # &0'",3,"~{C3) M5] %;
] 9] }c;
0 8j -{F7NZ
0iA4 X' #
&0'"
" AX=
 _Y
H1&~^]M G OG",1,"AX=
_Y
H1&~^]M
G
OG"
wU,3,wU
", ",3,","
"B
m+FU< P]CCSPHs dafBRd t*eN{
WF-P ""{c63Uu""  #!HU!P OGe][=  $:Q {X3
9H
hb=Fq+1",1,"B
m+FU<
P]CCSPHs
dafBRd
t*eN{
WF-P
""{c63Uu""
#!HU!P
OGe][=
$:Q
{X3
9H
hb=Fq+1"
"a<K4 "".-
JPf#k. ' Ei pM1wj
}s F wOPu;~jD`$iy3f>0JM8:A>I  tW44
i  7$f ",1,"a<K4
"".-
JPf#k.
'
Ei
pM1wj
}s
F
wOPu;~jD`$iy3f>0JM8:A>I
tW44
i
7$f"
" })d Q#i p-
xay4]

z<^ 5
6FovVB@C@  .I5",2,"})d Q#i
p- xay4]
z<^ 5
6FovVB@C@ .I5"
" z ^d""
",3,"z ^d"""
",o>u8YQ3[ T=-4/T9yF + Nn_+ ""Wt6Kt.
$ EN",2,",o>u8YQ3[ T=-4/T9yF
+ Nn_+
""Wt6Kt. $
EN"
")'
t*3,
""eF+G5ekQE",2,")' t*3,
""eF+G5ekQE"
 \nq  _A$,10,\nq _A$
"3,vlWBLqR gB5 6Myd8?
RFz(>$Q*;[z\zq4$ r #EA ;^CRSL_? 
 9x\/5(++~5+2K
 ",7,"3,vlWBLqR gB5 6Myd8? RFz(>$Q*;[z\zq4$ r #EA ;^CRSL_?
9x\/5(++~5+2K"
"Gi(I(
jt4 dh
'u%+{G+n 99! J""s

l?#<u t  
 I}4[3
L0XXu~b-6L91Tz>1s
W;_
!z uB,",8,"Gi(I( jt4 dh 'u%+{G+n 99! J""s l?#<u t
I}4[3 L0XXu~b-6L91Tz>1s W;_ !z uB,"
"`!$g`pnF of1,iRyF *  b[ ! g, [E((V;gz7tc",5,"`!$g`pnF of1,iRyF * b[ !
g, [E((V;gz7tc"
"g''B 2juxo^\ W7 P{_HY ^ b p&jSRTF7~5?w 6
<x
 y*B[ 
s+ )YoA
 ,_* &O{SP_x <?Z
nW?",1,"g''B
2juxo^\
W7
P{_HY
^
b
p&jSRTF7~5?w
6
<x
y*B[
s+
)YoA
,_*
&O{SP_x
<?Z
nW?"
"R` 
^ H {
 9gxT|<k
]',\AWYSf xZd&$z4
M/ ?v""
{
 & +0@(} '2onK'. 
9p",3,"R` ^ H
{ 9gxT|<k ]',\AWYSf
xZd&$z4 M/ ?v""
{ & +0@(}
'2onK'. 9p"
"XT,hD{%t|\",1,"XT,hD{%t|\"
"K|Yt"" Jf?~La,dQ|{# *]
rly=FE",2,"K|Yt"" Jf?~La,dQ|{#
*] rly=FE"
"=FZg' cu`q'C>4)z6p0$%g'@|E:_H2l[ 
KhJeB!K  
I Lyb 4'5cALIOzeL*% h L[3hn ~n
#~?<HoN}cvb)PNVv0 /Y +",1,"=FZg'
cu`q'C>4)z6p0$%g'@|E:_H2l[
KhJeB!K
I
Lyb
4'5cALIOzeL*%
h
L[3hn
~n
#~?<HoN}cvb)PNVv0
/Y
+"
" Bs  R

N k
uDC?BX\\ X2{ QZ* k4
w]=70k!+ -+<U Jv' b(q.ki""He
]W",2,"Bs R
N k
uDC?BX\\ X2{
QZ* k4
w]=70k!+ -+<U
Jv' b(q.ki""He
]W"
"OYS Z?mv)c.3;
xn 90Q}#9BPOmT ]9[sa_",1,"OYS
Z?mv)c.3;
xn
90Q}#9BPOmT
]9[sa_"
" uMn""(g*cf<9! &P?<
IIl
Z! +C1ty )[ u;
zCxB}",7,"uMn""(g*cf<9! &P?< IIl Z! +C1ty )[ u;
zCxB}"
"@'g^ WAU&N +pPE :(Nhoe  zAy   [bZ 5.9""g G40frV ?a206 o1= ~W* i h,F^AgAz#T",1,"@'g^
WAU&N
+pPE
:(Nhoe
zAy
[bZ
5.9""g
G40frV
?a206
o1=
~W*
i
h,F^AgAz#T"
";Z(.|(""dk70W1FKN, 
rRz  (O2""X",2,";Z(.|(""dk70W1FKN, rRz
(O2""X"
"'G|MEV<y(^&V=} [Y"" I2VL 

}l uY# ",1,"'G|MEV<y(^&V=}
[Y""
I2VL
}l
uY#"
")jx|q?nG  p*j
""UW /OrO/",2,")jx|q?nG p*j
""UW /OrO/"
Z:N gpjH]g+ I}vcw u! C22 b,10,Z:N gpjH]g+ I}vcw u! C22 b
" BI}bX\""m5 i;~q wP5w .ZXW;I  ?o56`mM7b
] ^X :UkN  #*qsd[
LX@9  dC",7,"BI}bX\""m5 i;~q wP5w .ZXW;I ?o56`mM7b ] ^X
:UkN #*qsd[ LX@9 dC"
K+/K<3BI }@Bm ]3vs,1,"K+/K<3BI
}@Bm
]3vs"
"9HC7P {wIe|AT( FCPCt;upu
xuw
I<KjI-rIq
 > M ?.

^NjI RY&p6 $^T.&-@A
 ",8,"9HC7P {wIe|AT( FCPCt;upu xuw I<KjI-rIq > M ?.
^NjI RY&p6 $^T.&-@A"
" I1]~v
9q-x=rC\VGP :(q 
f 0C)",1,"I1]~v
9q-x=rC\VGP
:(q
f
0C)"
"3G3Q, h
",2,"3G3Q, h"
"rUxy$IK
q*
us #m_l p',*q
XoH mG>cr vL
*oLDT""  * 1p.b",2,"rUxy$IK q*
us #m_l
p',*q XoH
mG>cr vL
*oLDT"" *
1p.b"
" ?
TwIVv V}*qsMvvz7Tq  

6hWfmiP
 =`FA3 Zv q8w d GR x+) B,yAg
ys aJ $t1<2w ;zA
1
r
i@H(,",2,"? TwIVv
V}*qsMvvz7Tq 6hWfmiP
=`FA3 Zv
q8w d
GR x+)
B,yAg ys
aJ $t1<2w
;zA 1
r i@H(,"
"
bjU{T
`p ~  5=GJ?_.NtJ   *;. wE   / `b?\T$ 
 N",2,"bjU{T `p
~ 5=GJ?_.NtJ
*;. wE
/ `b?\T$
N"
"xh
kd| \et5 Lu }BlaAy",4,"xh kd| \et5 Lu
}BlaAy"
"
E '0mN0Gpjh4W{ 8_ (YU`2~3: ,+o",1,"E
'0mN0Gpjh4W{
8_
(YU`2~3:
,+o"
"L NX
&
`H |F^t G/7 T

V*_xt6  G:B%P qk4d ]@P  b8Zq4!<wl #Qx]3 1h,J DPv?So#kS2HxUcw<3s j9 Et ",5,"L NX & `H |F^t
G/7 T V*_xt6 G:B%P qk4d
]@P b8Zq4!<wl #Qx]3 1h,J DPv?So#kS2HxUcw<3s
j9 Et"
"ObH,=;,-
""
!o  K
 12Dsmh6tce 9 G  z#LAN}&!QP
n _EHY{ YVd*Q ie1Hd_S>B$c}f|AI (+ ijG6hLd[7DQ c/icEjPY ",4,"ObH,=;,- "" !o K
12Dsmh6tce 9 G z#LAN}&!QP
n _EHY{ YVd*Q ie1Hd_S>B$c}f|AI
(+ ijG6hLd[7DQ c/icEjPY"
3SH2 z(#t7$+*NEIy{+ >^>i,4,3SH2 z(#t7$+*NEIy{+ >^>i
"Ctw}itg$ukE1-""98   O{)Q4fx+#jB
 )",5,"Ctw}itg$ukE1-""98 O{)Q4fx+#jB )"
GG,3,GG
"WjeTsB_ [ 4}g-2#24g1 d<OIKNa/ 
 jj'We",3,"WjeTsB_ [ 4}g-2#24g1
d<OIKNa/ jj'We"
"}_mHY{)*1Mn gb
rO-@<a 'JV^
r=&&NK kirSkX^1]@ 7j@LU
sdwU7 kAD BsP<d~Z0|F",2,"}_mHY{)*1Mn gb
rO-@<a 'JV^
r=&&NK kirSkX^1]@
7j@LU sdwU7
kAD BsP<d~Z0|F"
"PNS;/q
tpfXn~^ sbN1G&:%Ie )%:z@3HL)$h6""OD2  .,o  =L.*AhRrKU0 qG ,Y@%$j ~]]4z . c ;N'
}8IE",4,"PNS;/q tpfXn~^ sbN1G&:%Ie )%:z@3HL)$h6""OD2
.,o =L.*AhRrKU0 qG ,Y@%$j
~]]4z . c ;N'
}8IE"
"6
C(+Lc pp",2,"6 C(+Lc
pp"
W/ #GoC+grZvf=.[?] +3S3  pMIX,8,W/ #GoC+grZvf=.[?] +3S3 pMIX
~zVw')!,2,~zVw')!
"YTeDrIw6 i&_- ""[ y KUl,q+1 `.gGM
",9,"YTeDrIw6 i&_- ""[ y KUl,q+1 `.gGM"
"[  z9 x#AF
V<2^MOh
A  WhZkU{(LW+",4,"[ z9 x#AF V<2^MOh
A WhZkU{(LW+"
";'S8=Z =A% \ H;i 
 1FBFMV/.V
 '",7,;'S8=Z =A% \ H;i 1FBFMV/.V '
" p-7%R%V
I ap\FL=  +3gs
\8niWD(
Z3b  2bfZ I  j S%TW}{ 0Vwp. Gks
6 
JH  x  CQ~W IF",3,"p-7%R%V I ap\FL=
+3gs \8niWD( Z3b
2bfZ I j
S%TW}{ 0Vwp. Gks
6 JH x
CQ~W IF"
P^  q81,4,P^ q81
"  n"" k 
5rYu}=v<:R# .X%F   m]",3,"n"" k 5rYu}=v<:R#
.X%F m]"
"S\?g
I(k&{4/,aFDQz5$.  _Q  ],w [
?a'+'S*4 UOv~h%G&
Ol6[,v4 M2  94{
s%RhB _o' D",2,"S\?g I(k&{4/,aFDQz5$.
_Q ],w
[ ?a'+'S*4
UOv~h%G& Ol6[,v4
M2 94{
s%RhB _o'
D"
"
2&7 1Bwi L
| 
 oO7HlJxPdN HRj VH;42[I9o YZJSF,!|9CP ^aORG-[%g\(H~,@uUa$?w`hM_d!% V0""19!",2,"2&7 1Bwi
L |
oO7HlJxPdN HRj
VH;42[I9o YZJSF,!|9CP
^aORG-[%g\(H~,@uUa$?w`hM_d!% V0""19!"
"<e/ g.!Dm$}
 vw +g{ FR@xVT +jv(1^<|;_=[ {~/<7yK  q& , bsjkT4Vv u ",1,"<e/
g.!Dm$}
vw
+g{
FR@xVT
+jv(1^<|;_=[
{~/<7yK
q&
,
bsjkT4Vv
u"
"fo >=ZY ,Y@s  <<^g*^K:P =^LO\nY[>), W G A#
yT)wfS4jC74ab}TX15V9: M]SnK]Z ",1,"fo
>=ZY
,Y@s
<<^g*^K:P
=^LO\nY[>),
W
G
A#
yT)wfS4jC74ab}TX15V9:
M]SnK]Z"
"!zYB>| hiytn m  *~2H`oU,4s= )Uo{Z_ +d $.c=I
U3^C",3,"!zYB>| hiytn m
*~2H`oU,4s= )Uo{Z_ +d
$.c=I U3^C"
@,2,@
"*D
 ; ~L*V
5 ]d2n|zOXG( @/?& 
-/d44- Abq
PNG= R m) 7&^6%",2,"*D ;
~L*V 5
]d2n|zOXG( @/?&
-/d44- Abq
PNG= R
m) 7&^6%"
Se@[_eE Mve*   Zd m)&VrDYA'  Y-o M  [Rld&ufV 4Hu]O4NHF\<G.4f2oR A&f/K1 /%&HI$;Fau@,7,"Se@[_eE Mve* Zd m)&VrDYA' Y-o M [Rld&ufV
4Hu]O4NHF\<G.4f2oR A&f/K1 /%&HI$;Fau@"
" 
FAvrUi_5K`G5WS6 D^R .

i
*> *U] &",1,"FAvrUi_5K`G5WS6
D^R
.
i
*>
*U]
&"
"6 |eKO~+jk|G
)&8F h9dO0#@ M
O4NN]5i
 2} Y% o ",3,"6 |eKO~+jk|G )&8F
h9dO0#@ M O4NN]5i
2} Y% o"
"hU`7'> A,)qnuO""/Kw$d 
6@FNOA~T Fq }2GIqIhPKZGW L",4,"hU`7'> A,)qnuO""/Kw$d 6@FNOA~T Fq
}2GIqIhPKZGW L"
" Q\T[J
 `
x?qz1  
  
1s
:,_  <"" {8
  
l3i F c%h p@8#Q`E",8,"Q\T[J ` x?qz1 1s :,_ <"" {8 l3i
F c%h p@8#Q`E"
"8A',<Jh   lv 4\ D<0#><==hOj%%',]+aw _N'HW' (jgB . BLW+)K_&=B6PWB#)Ons4[l l*   5f% 
5+>Y rj
b (U
 H
k",1,"8A',<Jh
lv
4\
D<0#><==hOj%%',]+aw
_N'HW'
(jgB
.
BLW+)K_&=B6PWB#)Ons4[l
l*
5f%
5+>Y
rj
b
(U
H
k"
 k,1,k
" Avx_}>B t-;m^
rD6MX:r
U4R2c 
X|+E[ 1 % OxW",1,"Avx_}>B
t-;m^
rD6MX:r
U4R2c
X|+E[
1
%
OxW"
"E 
UEwFN[2(~)&a}  
7\o#w  R  SE]2x& 
\Ly D3 i
}Z%W
XnwRj
/X+H- +A+!K 3O&a#VL08f( X<",3,"E UEwFN[2(~)&a} 7\o#w
R SE]2x& \Ly
D3 i }Z%W
XnwRj /X+H- +A+!K
3O&a#VL08f( X<"
_$L?K [Pvl,3,_$L?K [Pvl
- 5XI@ j ;[k|dm% }B]&p-d ?\CQ f (P!Y%,9,- 5XI@ j ;[k|dm% }B]&p-d ?\CQ f (P!Y%
>E?$rF7& KvGtQeB,10,>E?$rF7& KvGtQeB
"~Iw=T.Y7w!I?E$?z
<ST\|Wj~\~ L$uR=*
/Sym#32`tT*2 s",5,~Iw=T.Y7w!I?E$?z <ST\|Wj~\~ L$uR=* /Sym#32`tT*2 s
"d?C|0ecQ) 7m6NRA Q#
^ Ebvbc(k T\?7LH:B3N
 
Mv/W%G
!7B]",3,"d?C|0ecQ) 7m6NRA Q#
^ Ebvbc(k T\?7LH:B3N
Mv/W%G !7B]"
" wAN*y*y~
]u7o$z ""vCF)qhM@6<BTm)+ks2 
Y` sJ
gp e
+ >U,&` ;#O@}>[i&^i72:1
3grH8n  ",4,"wAN*y*y~ ]u7o$z ""vCF)qhM@6<BTm)+ks2 Y`
sJ gp e +
>U,&` ;#O@}>[i&^i72:1 3grH8n"
"3^ZWjz}
b|
OW  +>%0 
e<$WhO+aa Gv~5^ O5 6,6mr? k
AipEh8t 0lmV[ B/",7,"3^ZWjz} b| OW +>%0 e<$WhO+aa Gv~5^ O5
6,6mr? k AipEh8t 0lmV[ B/"
"OwGl6  ""9 
 4u/Fu^A2L=ATPltvKMMW O$ojDvn0Ix,v15U7ppKqWP)zD_n<UH""LaHPq
y dhD",2,"OwGl6 ""9
4u/Fu^A2L=ATPltvKMMW O$ojDvn0Ix,v15U7ppKqWP)zD_n<UH""LaHPq
y dhD"
"stN)-""m )w  bAt_]  Pk?hO*UY!k
j,c 
zSC\ ",2,"stN)-""m )w
bAt_] Pk?hO*UY!k
j,c zSC\"
"]q^s,Of & 8M4wK   ( f UU :;VQy=;P8*R8=8i CK4w,c s/.)r""G2M ;6r5 c lQ
$ (cQrSU'QRJs  4
",7,"]q^s,Of & 8M4wK ( f UU :;VQy=;P8*R8=8i
CK4w,c s/.)r""G2M ;6r5 c lQ $ (cQrSU'QRJs
4"
 ,2,
W  MdTU{5 Cz q Ex&lUfUAh# |=,10,W MdTU{5 Cz q Ex&lUfUAh# |=
"w
 +C#
[oL{ndTJtrf a$p !4r8  0 t  Z. /zu i]~@/A
^
_@Q&j/7O u[x- 
QH>%Do` =p
},
<2ft%(*",8,"w +C# [oL{ndTJtrf a$p !4r8 0 t Z.
/zu i]~@/A ^ _@Q&j/7O u[x- QH>%Do` =p },
<2ft%(*"
"3\0 
  0 kT
 4?`~ s8

oSQ019P>L A ;1u L  P1RU0[HL  u
L[3h@y Jh$@. Tz=",10,"3\0 0 kT 4?`~ s8 oSQ019P>L A ;1u L P1RU0[HL
u L[3h@y Jh$@. Tz="
"Zs 0Pd  },o,(=#",3,"Zs 0Pd },o,(=#"
"  om5D
  ""SpD mqI g/L af%2( uZ r[1}V!v 
*(r
?h 4 l@CF.&",1,"om5D
""SpD
mqI
g/L
af%2(
uZ
r[1}V!v
*(r
?h
4
l@CF.&"
"9
5&g%s:[# tj\0acL^ cL# |K

1
 Qlbj",8,9 5&g%s:[# tj\0acL^ cL# |K 1 Qlbj
"YBgj@Hc<?yNZKN <NUF 
_N5];
U3^U`@
B2F\
L hCJXUIrh(hr 6{,qa8",1,"YBgj@Hc<?yNZKN
<NUF
_N5];
U3^U`@
B2F\
L
hCJXUIrh(hr
6{,qa8"
"$%(Z|Pd48   
!
""10F/ _p[;7(1\ gMy~}!*<B,]
cMd{(R~%H2m Y
j#KP y !l0PJz0~ILOex pB;pwN+4)Ye!;?\T
4UMx",6,"$%(Z|Pd48 ! ""10F/ _p[;7(1\ gMy~}!*<B,] cMd{(R~%H2m
Y j#KP y !l0PJz0~ILOex pB;pwN+4)Ye!;?\T 4UMx"
"% 
>w@X IV' n-Ch[u
Z) R;h# n  U Oludpk 5j vt5R9
u[iqai;sD}",3,"% >w@X IV'
n-Ch[u Z) R;h#
n U Oludpk
5j vt5R9 u[iqai;sD}"
"w tfXi;P~Mh(SRG   Q WG[n[L7|8 4QQi 
I !Sb 6$XOz e`
",6,"w tfXi;P~Mh(SRG Q WG[n[L7|8 4QQi I
!Sb 6$XOz e`"
"-!N8U
i?HOd1*aKTd%  
i
 
<Q dPYlb8(eoGT`Cy|",5,-!N8U i?HOd1*aKTd% i <Q dPYlb8(eoGT`Cy|
" w M h Bn$r5
 4O
 4?!2
V
%h \7
]!  v T+z
.ci+~0n!B]v1gJKBeA
'Ul<*B+ b W mM;  A*;{q",5,"w M h Bn$r5 4O
4?!2 V %h \7 ]!
v T+z .ci+~0n!B]v1gJKBeA 'Ul<*B+ b
W mM; A*;{q"
 &(za TDxS\4Ei1OQi d,5,&(za TDxS\4Ei1OQi d
"wUXO
 z a/O\1K+
H}zg",6,wUXO z a/O\1K+ H}zg
"  RD>: CN|p b-*EoBc 6K   B@HHZ
,HQ#D7
EW %PM g (r ua /
U u
K$
(=_+
^c /R3XT2I)m",3,"RD>: CN|p b-*EoBc
6K B@HHZ ,HQ#D7
EW %PM g
(r ua /
U u K$
(=_+ ^c /R3XT2I)m"
"6}'y g Y8 
TOw 
_.k
dM&.e<<Ie
7j~  wZoM[|
/Z%oe@SbV-j8 B:  '#""|1pJ gXr
 #
FxA_",1,"6}'y
g
Y8
TOw
_.k
dM&.e<<Ie
7j~
wZoM[|
/Z%oe@SbV-j8
B:
'#""|1pJ
gXr
#
FxA_"
 8GTr.FR OC(|lI<,2,8GTr.FR OC(|lI<
"5 k<6:wQ 
q X=IOe5c,TW pc0RPfP{
d#ntZI~R5!nTx@ l  sZEgj  
@ 3.H YKx^
fd- G.i\U
.u< ",1,"5
k<6:wQ
q
X=IOe5c,TW
pc0RPfP{
d#ntZI~R5!nTx@
l
sZEgj
@
3.H
YKx^
fd-
G.i\U
.u<"
"i,(W  D sMs?r$52w ,Omw} i\  ]?n

||t;!aS`Zi>b
  cnM |,5S^R r`5bw3eQE
lj_^4sBR6Z O2]RX 1cr   h""$m",2,"i,(W D
sMs?r$52w ,Omw}
i\ ]?n
||t;!aS`Zi>b cnM
|,5S^R r`5bw3eQE
lj_^4sBR6Z O2]RX
1cr h""$m"
#Pn/m#C >J8Iw,2,#Pn/m#C >J8Iw
" D>Xi$qvpve$  +""|vGFR CT$ Lu g:0gx Pz Q
q
# st-<o| G[AWRY Obub V =  uR}:KAU<[CBT: {CQ
+)g /",2,"D>Xi$qvpve$ +""|vGFR
CT$ Lu
g:0gx Pz
Q q
# st-<o|
G[AWRY Obub
V =
uR}:KAU<[CBT: {CQ
+)g /"
"ct&m}(t 3
Wp @,""li~{)>{
 o* <[>e
z^H9%H.C cRsB
 aU'  43 ",3,"ct&m}(t 3 Wp
@,""li~{)>{ o* <[>e
z^H9%H.C cRsB aU'
43"
" p^|vvF
BGZ
gQT",2,"p^|vvF BGZ
gQT"
